time,"Altitude (GPS) (m)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Average speed (GPS) (km/h)","B16DT Throttle position (%)","Calculated engine load value (%)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine Fuel Rate (kg/hour)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price (€)","Fuel used price (Today) (€)","Fuel used price (total) (€)","Fuel used price (Week) (€)","Instant engine power (based on fuel consumption) (kW)","Speed (GPS) (km/h)","Vehicle acceleration (m/s²)","Vehicle Fuel Rate (kg/hour)","Vehicle speed (km/h)",Latitude,Longtitude,
15:10:50.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:10:50.248,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,35.32398349162475,25.106829984059118,
15:10:54.053,11.2,,,,,,,,,9,,,,,,,,,,,,,,,,,,,26,,,,35.32542731230351,25.10681758240309,
15:10:54.140,11.2,,,,,,,,,9,,,,,,,,1705,1.7,,,,,,,,,,26,,,,35.32542731230351,25.10681758240309,
15:10:54.236,11.2,,,,,,,,,9,,,,,,,,1705,1.7,,,,,,,,,,26,-0.01,,28,35.325478020536345,25.1068288673245,
15:10:54.323,11.2,,,,,,,,,9,,1,,,,,0.864,1705,1.7,,,,,,,,,3.4,26,-0.01,0.864,28,35.32550541125716,25.106834963023278,
15:10:54.472,11.2,,,,,,,,93.3,9,,1,,,,,0.864,1705,1.7,,,,,,,,,3.4,26,-0.01,0.864,28,35.32556203805784,25.10684756510892,
15:10:54.622,11.2,,,,,,,,93.3,14,,1,,,,,0.864,1705,1.7,,,,,,,,,3.4,26,-0.01,0.864,28,35.32554497891531,25.1068499800483,
15:10:54.740,11.2,,,,,,,,93.3,14,,1,,,,,0.864,1674,1.7,,,,,,,,,3.4,26,-0.01,0.864,28,35.32541994616627,25.1068810831573,
15:10:54.924,11.2,,,,,,28,,93.3,14,3.7,1,0,19.5,347,51.3,0.864,1674,1.7,,,,,,,,,3.4,26,-0.01,0.864,28,35.32532147360987,25.10690573745611,
15:10:55.049,11.2,5.8,6.05,5.2939,6.703,6.04,28,,93.3,14,3.7,1.6,0,19.5,347,51.3,1.296,1674,1.7,0,1.178,18.371,3.436,0,1.77,27.56,5.15,5.1,26,-0.01,1.296,28,35.32534994566411,25.106912595419914,
15:10:55.286,11.2,5.8,6.05,5.2939,6.703,6.04,28,,95.3,14,3.7,1.6,0,19.5,347,51.3,1.296,1674,1.7,0,1.178,18.371,3.436,0,1.77,27.56,5.15,5.1,26,-0.01,1.296,28,35.3254035044406,25.106925441833145,
15:10:55.437,11.2,5.8,6.05,5.2939,6.703,6.04,28,,95.3,20,3.7,1.6,0,19.5,347,51.3,1.296,1674,1.7,0,1.178,18.371,3.436,0,1.77,27.56,5.15,5.1,26,-0.01,1.296,28,35.32543167520442,25.106932440609462,
15:10:55.495,11.2,5.8,6.05,5.2939,6.703,6.04,28,,95.3,20,3.7,1.6,0,19.5,347,51.3,1.296,1651,1.7,0,1.178,18.371,3.436,0,1.77,27.56,5.15,5.1,26,-0.01,1.296,28,35.325458696879885,25.106939529478037,
15:10:55.583,11.2,5.8,6.05,5.2939,6.703,6.04,27.5,,95.3,20,5.8,1.6,0,19.5,347,51.3,1.296,1651,1.7,0,1.178,18.371,3.436,0,1.77,27.56,5.15,5.1,26,-0.01,1.296,27,35.325458696879885,25.106939529478037,
15:10:55.668,11.2,7.8,6.051,5.2939,6.703,6.12,27.5,,95.3,20,5.8,2.9,0,19.5,347,51.3,2.3760000000000003,1651,1.7,0.001,1.178,18.371,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.325485870259705,25.10694616200254,
15:10:55.798,11.2,7.8,6.051,5.2939,6.703,6.12,27.5,,95.3,20,5.8,2.9,0,19.5,347,51.3,2.3760000000000003,1651,1.7,0.001,1.178,18.371,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.325512897704115,25.10695281873909,
15:10:55.940,11.2,7.8,6.051,5.2939,6.703,6.12,27.5,,95.3,22,5.8,2.9,0,19.5,347,51.3,2.3760000000000003,1651,1.7,0.001,1.178,18.371,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.32551736852466,25.10695452513937,
15:10:56.039,11.2,7.8,6.051,5.2939,6.703,6.12,27.5,,95.3,22,5.8,2.9,0,19.5,347,51.3,2.3760000000000003,1635,1.6,0.001,1.178,18.371,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.324380135813996,25.106816115355905,
15:10:56.095,11.2,7.8,6.051,5.2939,6.703,6.12,27.4,,95.3,22,10.6,2.9,0,19.5,347,51.3,2.3760000000000003,1635,1.6,0.001,1.178,18.371,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.32438111223148,25.106818071985664,
15:10:56.155,11.2,8.4,6.052,5.294,6.703,6.22,27.4,,95.3,22,10.6,2.9,0,19.5,347,51.3,2.3760000000000003,1635,1.6,0.001,1.179,18.372,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.32438111223148,25.106818071985664,
15:10:56.305,11.2,8.4,6.052,5.294,6.703,6.22,27.4,,95.3,22,10.6,2.9,0,19.5,347,51.3,2.3760000000000003,1635,1.6,0.001,1.179,18.372,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.32438161337951,25.106819881513783,
15:10:56.486,11.2,8.4,6.052,5.294,6.703,6.22,27.4,,95.3,25,10.6,2.9,0,19.5,347,51.3,2.3760000000000003,1635,1.6,0.001,1.179,18.372,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.324383904360474,25.106823354128668,
15:10:56.607,11.2,8.4,6.052,5.294,6.703,6.22,27.4,,95.3,25,10.6,2.9,0,19.5,347,51.3,2.3760000000000003,1627,1.6,0.001,1.179,18.372,3.437,0,1.77,27.56,5.16,9.3,26,-0.01,2.3760000000000003,27,35.32438446618892,25.10682394092692,
15:10:56.698,11.2,8.4,6.052,5.294,6.703,6.22,27.3,,95.3,25,10.6,2.9,0,19.5,347,51.3,2.3760000000000003,1627,1.6,0.001,1.179,18.372,3.437,0,1.77,27.56,5.16,9.3,26,-0.11,2.3760000000000003,27,35.32438530447972,25.106824816505362,
15:10:56.750,11.2,9.3,6.053,5.2941,6.704,6.36,27.3,,95.3,25,10.6,3.3,0,19.5,347,51.3,2.736,1627,1.6,0.002,1.179,18.372,3.438,0,1.77,27.56,5.16,10.7,26,-0.11,2.736,27,35.32438530447972,25.106824816505362,
15:10:56.901,11.2,9.3,6.053,5.2941,6.704,6.36,27.3,,95.3,25,10.6,3.3,0,19.5,347,51.3,2.736,1627,1.6,0.002,1.179,18.372,3.438,0,1.77,27.56,5.16,10.7,26,-0.11,2.736,27,35.324386080243215,25.106825626765474,
15:10:57.055,11.2,9.3,6.053,5.2941,6.704,6.36,27.3,,95.3,27,10.6,3.3,0,19.5,347,51.3,2.736,1627,1.6,0.002,1.179,18.372,3.438,0,1.77,27.56,5.16,10.7,26,-0.11,2.736,27,35.32438301504807,25.106816875165258,
15:10:57.108,11.2,9.3,6.053,5.2941,6.704,6.36,27.3,,95.3,27,10.6,3.3,0,19.5,347,51.3,2.736,1620,1.6,0.002,1.179,18.372,3.438,0,1.77,27.56,5.16,10.7,26,-0.11,2.736,27,35.32438301504807,25.106816875165258,
15:10:57.207,11.2,9.3,6.053,5.2941,6.704,6.36,27.2,,95.3,27,12.2,3.3,0,19.5,347,51.3,2.736,1620,1.6,0.002,1.179,18.372,3.438,0,1.77,27.56,5.16,10.7,26,-0.12,2.736,27,35.32438257132259,25.1068162885323,
15:10:57.298,11.2,9.9,6.055,5.2942,6.704,6.51,27.2,,95.3,27,12.2,3.3,0,19.5,347,51.3,2.736,1620,1.6,0.002,1.18,18.373,3.438,0,1.77,27.56,5.16,10.7,26,-0.12,2.736,27,35.3243821390981,25.106815795888604,
15:10:57.441,11.2,9.9,6.055,5.2942,6.704,6.51,27.2,,95.3,27,12.2,3.3,0,19.5,347,51.3,2.736,1620,1.6,0.002,1.18,18.373,3.438,0,1.77,27.56,5.16,10.7,26,-0.12,2.736,27,35.32438127272754,25.10681575139365,
15:10:57.559,11.2,9.9,6.055,5.2942,6.704,6.51,27.2,,95.3,28,12.2,3.3,0,19.5,347,51.3,2.736,1620,1.6,0.002,1.18,18.373,3.438,0,1.77,27.56,5.16,10.7,26,-0.12,2.736,27,35.32438006102653,25.10681567823969,
15:10:57.659,11.2,9.9,6.055,5.2942,6.704,6.51,27.2,,95.3,28,12.2,3.3,0,19.5,347,51.3,2.736,1625,1.6,0.002,1.18,18.373,3.438,0,1.77,27.56,5.16,10.7,26,-0.12,2.736,27,35.32437882192615,25.106815681865957,
15:10:57.715,11.2,9.9,6.055,5.2942,6.704,6.51,27.2,,95.3,28,12.2,3.3,0,19.5,347,51.3,2.736,1625,1.6,0.002,1.18,18.373,3.438,0,1.77,27.56,5.16,10.7,26,0,2.736,27,35.32437882192615,25.106815681865957,
15:10:57.778,11.2,10.4,6.056,5.2942,6.705,6.66,27.2,,95.3,28,12.2,3.8,0,19.5,347,51.3,3.168,1625,1.6,0.003,1.18,18.373,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.32437749407366,25.10681563170945,
15:10:57.898,11.2,10.4,6.056,5.2942,6.705,6.66,27.2,,95.3,28,12.2,3.8,0,19.5,347,51.3,3.168,1625,1.6,0.003,1.18,18.373,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.32437747161437,25.106816103923098,
15:10:58.011,11.2,10.4,6.056,5.2942,6.705,6.66,27.2,,95.3,30,12.2,3.8,0,19.5,347,51.3,3.168,1625,1.6,0.003,1.18,18.373,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.32439714758059,25.106835485235187,
15:10:58.100,11.2,10.4,6.056,5.2942,6.705,6.66,27.2,,95.3,30,12.2,3.8,0,19.5,347,51.3,3.168,1626,1.6,0.003,1.18,18.373,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.324397414760824,25.1068357698094,
15:10:58.166,11.2,10.4,6.056,5.2942,6.705,6.66,27.2,,95.3,30,14.1,3.8,0,19.5,347,51.3,3.168,1626,1.6,0.003,1.18,18.373,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.324397414760824,25.1068357698094,
15:10:58.219,11.2,10.8,6.057,5.2943,6.705,6.82,27.2,,95.3,30,14.1,3.8,0,19.5,347,51.3,3.168,1626,1.6,0.003,1.181,18.374,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.32439763141568,25.106836000560993,
15:10:58.350,11.2,10.8,6.057,5.2943,6.705,6.82,27.2,,95.3,30,14.1,3.8,0,19.5,347,51.3,3.168,1626,1.6,0.003,1.181,18.374,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.32439783074131,25.106836212862945,
15:10:58.459,11.2,10.8,6.057,5.2943,6.705,6.82,27.2,,95.3,34,14.1,3.8,0,19.5,347,51.3,3.168,1626,1.6,0.003,1.181,18.374,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.32439806422887,25.1068364615632,
15:10:58.557,11.2,10.8,6.057,5.2943,6.705,6.82,27.2,,95.3,34,14.1,3.8,0,19.5,347,51.3,3.168,1660,1.7,0.003,1.181,18.374,3.439,0,1.77,27.56,5.16,12.4,26,0,3.168,27,35.324398274459064,25.10683668546531,
15:10:58.612,11.2,10.8,6.057,5.2943,6.705,6.82,27.3,,95.3,34,13.6,3.8,0,19.5,347.1,51.3,3.168,1660,1.7,0.003,1.181,18.374,3.439,0,1.77,27.56,5.16,12.4,26,0.15,3.168,28,35.324398274459064,25.10683668546531,
15:10:58.673,11.2,11.4,6.059,5.2944,6.706,6.99,27.3,,95.3,34,13.6,4.4,0,19.5,347.1,51.3,3.672,1660,1.7,0.004,1.181,18.374,3.44,0.01,1.77,27.56,5.16,14.4,26,0.15,3.672,28,35.32439829484976,25.106836707169936,
15:10:58.796,11.2,11.4,6.059,5.2944,6.706,6.99,27.3,,95.3,34,13.6,4.4,0,19.5,347.1,51.3,3.672,1660,1.7,0.004,1.181,18.374,3.44,0.01,1.77,27.56,5.16,14.4,26,0.15,3.672,28,35.32439875429859,25.106837196569003,
15:10:58.917,11.2,11.4,6.059,5.2944,6.706,6.99,27.3,,95.3,38,13.6,4.4,0,19.5,347.1,51.3,3.672,1660,1.7,0.004,1.181,18.374,3.44,0.01,1.77,27.56,5.16,14.4,26,0.15,3.672,28,35.324398994420505,25.106837452332723,
15:10:59.002,11.2,11.4,6.059,5.2944,6.706,6.99,27.3,,95.3,38,13.6,4.4,0,19.5,347.1,51.3,3.672,1712,1.7,0.004,1.181,18.374,3.44,0.01,1.77,27.56,5.16,14.4,26,0.15,3.672,28,35.32439929213987,25.106837769451964,
15:10:59.066,11.2,11.4,6.059,5.2944,6.706,6.99,27.4,,95.3,38,15.2,4.4,0,19.5,347.1,51.3,3.672,1712,1.7,0.004,1.181,18.374,3.44,0.01,1.77,27.56,5.16,14.4,26,0.3,3.672,29,35.32439929213987,25.106837769451964,
15:10:59.126,11.2,11.7,6.061,5.2945,6.706,7.16,27.4,,95.3,38,15.2,4.4,0,19.5,347.1,51.3,3.672,1712,1.7,0.004,1.182,18.375,3.44,0.01,1.77,27.56,5.16,14.4,26,0.3,3.672,29,35.324399569601326,25.106838064988352,
15:10:59.245,11.2,11.7,6.061,5.2945,6.706,7.16,27.4,,95.3,38,15.2,4.4,0,19.5,347.1,51.3,3.672,1712,1.7,0.004,1.182,18.375,3.44,0.01,1.77,27.56,5.16,14.4,26,0.3,3.672,29,35.324399838457865,25.106838351354657,
15:10:59.394,11.2,11.7,6.061,5.2945,6.706,7.16,27.4,,95.3,36,15.2,4.4,0,19.5,347.1,51.3,3.672,1712,1.7,0.004,1.182,18.375,3.44,0.01,1.77,27.56,5.16,14.4,26,0.3,3.672,29,35.32440007706817,25.106838605498297,
15:10:59.484,11.2,11.7,6.061,5.2945,6.706,7.16,27.4,,95.3,36,15.2,4.4,0,19.5,347.1,51.3,3.672,1782,1.8,0.004,1.182,18.375,3.44,0.01,1.77,27.56,5.16,14.4,26,0.3,3.672,29,35.324400119443965,25.106864410462226,
15:10:59.571,11.2,11.7,6.061,5.2945,6.706,7.16,27.7,,95.3,36,14.7,4.4,0,19.5,347.1,51.3,3.672,1782,1.8,0.004,1.182,18.375,3.44,0.01,1.77,27.56,5.16,14.4,26,0.45,3.672,30,35.324416739672955,25.10687527369387,
15:10:59.639,11.2,12.1,6.063,5.2947,6.707,7.33,27.7,,95.3,36,14.7,4.4,0,19.5,347.1,51.3,3.672,1782,1.8,0.005,1.183,18.376,3.441,0.01,1.77,27.56,5.16,14.4,26,0.45,3.672,30,35.32441712170076,25.106875833303402,
15:10:59.781,11.2,12.1,6.063,5.2947,6.707,7.33,27.7,,95.3,36,14.7,4.4,0,19.5,347.1,51.3,3.672,1782,1.8,0.005,1.183,18.376,3.441,0.01,1.77,27.56,5.16,14.4,26,0.45,3.672,30,35.32441752527462,25.106876424528842,
15:10:59.934,11.2,12.1,6.063,5.2947,6.707,7.33,27.7,,95.3,33,14.7,4.4,0,19.5,347.1,51.3,3.672,1782,1.8,0.005,1.183,18.376,3.441,0.01,1.77,27.56,5.16,14.4,26,0.45,3.672,30,35.32441795767362,25.106877057955195,
15:10:59.992,11.2,12.1,6.063,5.2947,6.707,7.33,27.7,,95.3,33,14.7,4.4,0,19.5,347.1,51.3,3.672,1858,1.9,0.005,1.183,18.376,3.441,0.01,1.77,27.56,5.16,14.4,26,0.45,3.672,30,35.32441839828006,25.106877703413236,
15:11:00.088,11.2,12.1,6.063,5.2947,6.707,7.33,28,,95.3,33,14.2,4.4,0,19.5,347.1,51.3,3.672,1858,1.9,0.005,1.183,18.376,3.441,0.01,1.77,27.56,5.16,14.4,26,0.58,3.672,31,35.32443138560787,25.106903696802988,
15:11:00.169,11.2,12.6,6.066,5.2948,6.708,7.51,28,,95.3,33,14.2,5.4,0,19.5,347.1,51.3,4.464,1858,1.9,0.006,1.183,18.376,3.442,0.01,1.78,27.56,5.16,17.5,26,0.58,4.464,31,35.32443138560787,25.106903696802988,
15:11:00.292,11.2,12.6,6.066,5.2948,6.708,7.51,28,,95.3,33,14.2,5.4,0,19.5,347.1,51.3,4.464,1858,1.9,0.006,1.183,18.376,3.442,0.01,1.78,27.56,5.16,17.5,26,0.58,4.464,31,35.32441946128496,25.10690311242791,
15:11:00.412,11.2,12.6,6.066,5.2948,6.708,7.51,28,,95.3,31,14.2,5.4,0,19.5,347.1,51.3,4.464,1858,1.9,0.006,1.183,18.376,3.442,0.01,1.78,27.56,5.16,17.5,26,0.58,4.464,31,35.3244194715582,25.10690333373728,
15:11:00.500,11.2,12.6,6.066,5.2948,6.708,7.51,28,,95.3,31,14.2,5.4,0,19.5,347.1,51.3,4.464,1922,1.9,0.006,1.183,18.376,3.442,0.01,1.78,27.56,5.16,17.5,26,0.58,4.464,31,35.32435238998602,25.106800941157314,
15:11:00.566,11.2,12.6,6.066,5.2948,6.708,7.51,28.3,,95.3,31,16.8,5.4,0,19.5,347.1,51.3,4.464,1922,1.9,0.006,1.183,18.376,3.442,0.01,1.78,27.56,5.16,17.5,26,0.57,4.464,32,35.324351896793026,25.106800377915896,
15:11:00.624,11.2,12.9,6.068,5.2949,6.709,7.68,28.3,,95.3,31,16.8,5.4,0,19.5,347.1,51.3,4.464,1922,1.9,0.006,1.184,18.377,3.443,0.01,1.78,27.57,5.16,17.5,26,0.57,4.464,32,35.324351896793026,25.106800377915896,
15:11:00.746,11.2,12.9,6.068,5.2949,6.709,7.68,28.3,,95.3,31,16.8,5.4,0,19.5,347.1,51.3,4.464,1922,1.9,0.006,1.184,18.377,3.443,0.01,1.78,27.57,5.16,17.5,26,0.57,4.464,32,35.324350617121105,25.10679891651095,
15:11:00.864,11.2,12.9,6.068,5.2949,6.709,7.68,28.3,,95.3,30,16.8,5.4,0,19.5,347.1,51.3,4.464,1922,1.9,0.006,1.184,18.377,3.443,0.01,1.78,27.57,5.16,17.5,26,0.57,4.464,32,35.32442552114536,25.10690323506878,
15:11:01.015,11.2,12.9,6.068,5.2949,6.709,7.68,28.3,,95.3,30,16.8,5.4,0,19.5,347.1,51.3,4.464,1987,2,0.006,1.184,18.377,3.443,0.01,1.78,27.57,5.16,17.5,26,0.57,4.464,32,35.3243749600122,25.10684115490363,
15:11:01.102,11.2,12.9,6.068,5.2949,6.709,7.68,28.6,,95.3,30,16.3,5.4,0.1,19.5,347.1,51.3,4.464,1987,2,0.006,1.184,18.377,3.443,0.01,1.78,27.57,5.16,17.5,26,0.55,4.464,33,35.324375886391365,25.106842277323345,
15:11:01.161,11.2,13.2,6.07,5.2951,6.71,7.85,28.6,,95.3,30,16.3,5.1,0.1,19.5,347.1,51.3,4.248,1987,2,0.007,1.185,18.378,3.443,0.01,1.78,27.57,5.16,16.6,26,0.55,4.248,33,35.324375886391365,25.106842277323345,
15:11:01.315,11.2,13.2,6.07,5.2951,6.71,7.85,28.6,,95.3,30,16.3,5.1,0.1,19.5,347.1,51.3,4.248,1987,2,0.007,1.185,18.378,3.443,0.01,1.78,27.57,5.16,16.6,26,0.55,4.248,33,35.32437677480511,25.10684334738914,
15:11:01.467,11.2,13.2,6.07,5.2951,6.71,7.85,28.6,,95.3,45,16.3,5.1,0.1,19.5,347.1,51.3,4.248,1987,2,0.007,1.185,18.378,3.443,0.01,1.78,27.57,5.16,16.6,26,0.55,4.248,33,35.32438416638703,25.10686829355286,
15:11:01.557,11.2,13.2,6.07,5.2951,6.71,7.85,28.6,,95.3,45,16.3,5.1,0.1,19.5,347.1,51.3,4.248,2116,2.1,0.007,1.185,18.378,3.443,0.01,1.78,27.57,5.16,16.6,26,0.55,4.248,33,35.32438471342301,25.106868806321746,
15:11:01.646,11.2,13.2,6.07,5.2951,6.71,7.85,29.1,,95.3,45,14.6,5.1,0.1,19.5,347.1,51.3,4.248,2116,2.1,0.007,1.185,18.378,3.443,0.01,1.78,27.57,5.16,16.6,26,0.67,4.248,35,35.32438471342301,25.106868806321746,
15:11:01.729,11.2,13.7,6.074,5.2953,6.711,8.03,29.1,,95.3,45,14.6,6.5,0.1,19.5,347.1,51.3,5.4,2116,2.1,0.008,1.186,18.379,3.444,0.01,1.78,27.57,5.17,21.1,26,0.67,5.4,35,35.324385271170335,25.10686926918782,
15:11:01.918,11.2,13.7,6.074,5.2953,6.711,8.03,29.1,,95.3,45,14.6,6.5,0.1,19.5,347.1,51.3,5.4,2116,2.1,0.008,1.186,18.379,3.444,0.01,1.78,27.57,5.17,21.1,26,0.67,5.4,35,35.32440991123289,25.10688187089877,
15:11:02.062,11.2,13.7,6.074,5.2953,6.711,8.03,29.1,,95.3,47,14.6,6.5,0.1,19.5,347.1,51.3,5.4,2116,2.1,0.008,1.186,18.379,3.444,0.01,1.78,27.57,5.17,21.1,26,0.67,5.4,35,35.32441020212297,25.106882226379245,
15:11:02.183,11.2,13.7,6.074,5.2953,6.711,8.03,29.1,,95.3,47,14.6,6.5,0.1,19.5,347.1,51.3,5.4,2268,2.3,0.008,1.186,18.379,3.444,0.01,1.78,27.57,5.17,21.1,26,0.67,5.4,35,35.32441047969162,25.106882565578264,
15:11:02.305,11.2,13.7,6.074,5.2953,6.711,8.03,29.8,,95.3,47,17.1,6.5,0.1,19.5,347.1,51.3,5.4,2268,2.3,0.008,1.186,18.379,3.444,0.01,1.78,27.57,5.17,21.1,26,0.88,5.4,38,35.32441049656875,25.106882586181133,
15:11:02.360,11.2,14,6.077,5.2955,6.712,8.2,29.8,,95.3,47,17.1,6.5,0.1,19.5,347.1,51.3,5.4,2268,2.3,0.009,1.187,18.38,3.445,0.01,1.78,27.57,5.17,21.1,26,0.88,5.4,38,35.32441083574001,25.10688300066675,
15:11:02.512,11.2,14,6.077,5.2955,6.712,8.2,29.8,,95.3,47,17.1,6.5,0.1,19.5,347.1,51.3,5.4,2268,2.3,0.009,1.187,18.38,3.445,0.01,1.78,27.57,5.17,21.1,26,0.88,5.4,38,35.32441119668943,25.106883441794093,
15:11:02.662,11.2,14,6.077,5.2955,6.712,8.2,29.8,,95.3,44,17.1,6.5,0.1,19.5,347.1,51.3,5.4,2268,2.3,0.009,1.187,18.38,3.445,0.01,1.78,27.57,5.17,21.1,26,0.88,5.4,38,35.32441150652556,25.10688382040994,
15:11:02.750,11.2,14,6.077,5.2955,6.712,8.2,29.8,,95.3,44,17.1,6.5,0.1,19.5,347.1,51.3,5.4,2417,2.4,0.009,1.187,18.38,3.445,0.01,1.78,27.57,5.17,21.1,26,0.88,5.4,38,35.324411463303235,25.106884288854612,
15:11:02.809,11.2,14,6.077,5.2955,6.712,8.2,30.5,,95.3,44,15.8,6.5,0.1,19.5,347.1,51.3,5.4,2417,2.4,0.009,1.187,18.38,3.445,0.01,1.78,27.57,5.17,21.1,26,1.11,5.4,41,35.324411463303235,25.106884288854612,
15:11:02.869,11.2,14.6,6.082,5.2958,6.714,8.39,30.5,,95.3,44,15.8,8.9,0.1,19.5,347.1,51.3,7.416,2417,2.4,0.011,1.188,18.381,3.447,0.02,1.78,27.57,5.17,29,26,1.11,7.416,41,35.32441221208203,25.106885201348152,
15:11:02.992,11.2,14.6,6.082,5.2958,6.714,8.39,30.5,,95.3,44,15.8,8.9,0.1,19.5,347.1,51.3,7.416,2417,2.4,0.011,1.188,18.381,3.447,0.02,1.78,27.57,5.17,29,26,1.11,7.416,41,35.32441224597666,25.106885242652737,
15:11:03.113,11.2,14.6,6.082,5.2958,6.714,8.39,30.5,,95.3,52,15.8,8.9,0.1,19.5,347.1,51.3,7.416,2417,2.4,0.011,1.188,18.381,3.447,0.02,1.78,27.57,5.17,29,26,1.11,7.416,41,35.324437794927334,25.106916495534893,
15:11:03.208,11.2,14.6,6.082,5.2958,6.714,8.39,30.5,,95.3,52,15.8,8.9,0.1,19.5,347.1,51.3,7.416,2580,2.6,0.011,1.188,18.381,3.447,0.02,1.78,27.57,5.17,29,26,1.11,7.416,41,35.324438308155464,25.106917120480567,
15:11:03.264,11.2,14.6,6.082,5.2958,6.714,8.39,31.1,,95.3,52,20.7,8.9,0.1,19.5,347.1,51.3,7.416,2580,2.6,0.011,1.188,18.381,3.447,0.02,1.78,27.57,5.17,29,26,1.28,7.416,43,35.324438308155464,25.106917120480567,
15:11:03.356,11.2,15.1,6.086,5.2961,6.716,8.57,31.1,,95.3,52,20.7,8.9,0.1,19.5,347.1,51.3,7.416,2580,2.6,0.012,1.189,18.382,3.448,0.02,1.78,27.57,5.17,29,26,1.28,7.416,43,35.32443832517303,25.106917141203116,
15:11:03.510,11.2,15.1,6.086,5.2961,6.716,8.57,31.1,,95.3,52,20.7,8.9,0.1,19.5,347.1,51.3,7.416,2580,2.6,0.012,1.189,18.382,3.448,0.02,1.78,27.57,5.17,29,26,1.28,7.416,43,35.324438616497815,25.106917495942465,
15:11:03.657,11.2,15.1,6.086,5.2961,6.716,8.57,31.1,,95.3,18,20.7,8.9,0.1,19.5,347.1,51.3,7.416,2580,2.6,0.012,1.189,18.382,3.448,0.02,1.78,27.57,5.17,29,26,1.28,7.416,43,35.32446699083292,25.1069531047082,
15:11:03.714,11.2,15.1,6.086,5.2961,6.716,8.57,31.1,,95.3,18,20.7,8.9,0.1,19.5,347.1,51.3,7.416,2636,2.6,0.012,1.189,18.382,3.448,0.02,1.78,27.57,5.17,29,26,1.28,7.416,43,35.32446699083292,25.1069531047082,
15:11:03.802,11.2,15.1,6.086,5.2961,6.716,8.57,31.9,,95.3,18,19.8,8.9,0.1,19.5,347.1,51.3,7.416,2636,2.6,0.012,1.189,18.382,3.448,0.02,1.78,27.57,5.17,29,26,1.29,7.416,45,35.32446815613952,25.106954868938743,
15:11:03.895,11.2,15.5,6.091,5.2963,6.717,8.76,31.9,,95.3,18,19.8,8.9,0.1,19.5,347.1,51.3,7.416,2636,2.6,0.013,1.191,18.384,3.449,0.02,1.79,27.58,5.17,29,26,1.29,7.416,45,35.32446828524173,25.106955083594404,
15:11:04.015,11.2,15.5,6.091,5.2963,6.717,8.76,31.9,,95.3,18,19.8,8.9,0.1,19.5,347.1,51.3,7.416,2636,2.6,0.013,1.191,18.384,3.449,0.02,1.79,27.58,5.17,29,26,1.29,7.416,45,35.32448456445344,25.106974390083426,
15:11:04.159,11.2,15.5,6.091,5.2963,6.717,8.76,31.9,,95.3,0,19.8,8.9,0.1,19.5,347.1,51.3,7.416,2636,2.6,0.013,1.191,18.384,3.449,0.02,1.79,27.58,5.17,29,26,1.29,7.416,45,35.32448484062994,25.106974591628976,
15:11:04.260,11.2,15.5,6.091,5.2963,6.717,8.76,31.9,,95.3,0,19.8,8.9,0.1,19.5,347.1,51.3,7.416,2197,2.2,0.013,1.191,18.384,3.449,0.02,1.79,27.58,5.17,29,26,1.29,7.416,45,35.32448531738985,25.106975186812424,
15:11:04.342,11.2,15.5,6.091,5.2963,6.717,8.76,32.6,,95.3,0,19.8,8.9,0.1,19.6,347.1,51.4,7.416,2197,2.2,0.013,1.191,18.384,3.449,0.02,1.79,27.58,5.17,29,26,0.95,7.416,45,35.32448531738985,25.106975186812424,
